Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2016-09-27,2016,9,27,Tuesday,39,2016-39,214.05,215.68,213.62,215.57,78494800,188.34,0.006207950275096019,187.3657142857143,188.69359999999998
2016-09-28,2016,9,28,Wednesday,39,2016-39,215.83,216.82,214.71,216.64,87411000,189.28,0.004963653640545962,187.31785714285715,188.7204
2016-09-29,2016,9,29,Thursday,39,2016-39,216.4,216.87,214.04,214.68,128070600,187.57,-0.009047373170990247,187.47214285714284,188.6974
2016-09-30,2016,9,30,Friday,39,2016-39,215.65,217.12,215.36,216.3,117202900,188.98,0.007546146933796072,187.53714285714287,188.7168
2016-10-03,2016,10,3,Monday,40,2016-40,215.82,216.04,215.04,215.78,83512100,188.53,-0.002403851200221907,187.76357142857142,188.71040000000002
2016-10-04,2016,10,4,Tuesday,40,2016-40,215.91,216.17,213.99,214.68,119948100,187.57,-0.005098032804240149,187.9264285714286,188.695
2016-10-05,2016,10,5,Wednesday,40,2016-40,215.41,216.13,215.33,215.63,72816000,188.4,0.004425266868884226,188.01571428571427,188.69459999999998
2016-10-06,2016,10,6,Thursday,40,2016-40,215.37,216.04,214.74,215.78,62927400,188.53,0.0006958099058027578,188.16642857142855,188.7008
2016-10-07,2016,10,7,Friday,40,2016-40,216.1,216.3,214.19,215.04,89788300,187.88,-0.0034297681798514112,188.26785714285714,188.68959999999998
2016-10-10,2016,10,10,Monday,41,2016-41,216.16,216.7,215.99,216.16,51855000,188.86,0.0052084069345368356,188.4385714285714,188.6918
2016-10-11,2016,10,11,Tuesday,41,2016-41,215.66,215.74,212.58,213.43,130367400,186.47,-0.012629282007615816,188.28928571428574,188.64939999999999
2016-10-12,2016,10,12,Wednesday,41,2016-41,213.59,214.32,213.01,213.71,73866100,186.72,0.0013116986251713314,188.07285714285715,188.6362
2016-10-13,2016,10,13,Thursday,41,2016-41,212.16,213.59,211.21,213.01,101357000,186.11,-0.003275522858257718,187.88714285714286,188.59980000000004
2016-10-14,2016,10,14,Friday,41,2016-41,214.15,214.69,213.03,213.12,93346200,186.2,0.0005166953177582201,187.81714285714284,188.56119999999999
2016-10-17,2016,10,17,Monday,42,2016-42,213.09,213.39,212.17,212.38,58275700,185.56,-0.003472493955402167,187.6185714285714,188.47899999999998
2016-10-18,2016,10,18,Tuesday,42,2016-42,214.24,214.31,213.27,213.71,76869700,186.72,0.006262401660434902,187.43571428571428,188.4224
2016-10-19,2016,10,19,Wednesday,42,2016-42,214.02,214.64,213.6,214.28,66519200,187.22,0.002667358567275402,187.41071428571428,188.3734
2016-10-20,2016,10,20,Thursday,42,2016-42,213.87,214.53,213.11,213.88,73639800,186.87,-0.001866911067434529,187.26000000000002,188.3268
2016-10-21,2016,10,21,Friday,42,2016-42,213.88,214.08,212.76,213.98,89089100,186.96,0.0004673965968726712,187.14785714285716,188.2644
2016-10-24,2016,10,24,Monday,43,2016-43,215.0,215.32,214.48,214.89,60146600,187.75,0.004253003297426394,187.16071428571428,188.22119999999998
2016-10-25,2016,10,25,Tuesday,43,2016-43,214.68,214.98,213.98,214.17,66542300,187.12,-0.0033505922113014064,187.06928571428574,188.1544
2016-10-26,2016,10,26,Wednesday,43,2016-43,213.21,214.42,212.93,213.74,75705500,186.75,-0.0020074752317204014,186.94214285714287,188.0998
2016-10-27,2016,10,27,Thursday,43,2016-43,214.58,214.62,213.08,213.17,77220200,186.25,-0.002667228389121701,186.82571428571427,188.0282
2016-10-28,2016,10,28,Friday,43,2016-43,213.14,213.93,211.71,212.54,140623200,185.7,-0.002955291144351113,186.6,187.93699999999998
2016-10-31,2016,10,31,Monday,44,2016-44,212.93,213.19,212.36,212.55,61272500,185.71,4.708364092453898e-05,186.54571428571427,187.8516
2016-11-01,2016,11,1,Tuesday,44,2016-44,212.93,212.99,209.6,211.01,122781800,184.36,-0.007245280662393716,186.37714285714287,187.7394
2016-11-02,2016,11,2,Wednesday,44,2016-44,210.65,211.1,209.23,209.74,103330800,183.25,-0.006018675199530699,186.17285714285714,187.5974
2016-11-03,2016,11,3,Thursday,44,2016-44,209.99,210.24,208.46,208.78,88939300,182.41,-0.004577289927280903,185.90214285714288,187.45800000000003
2016-11-04,2016,11,4,Friday,44,2016-44,208.91,209.89,208.38,208.55,109122100,182.21,-0.0011015064824342335,185.66285714285712,187.3172
2016-11-07,2016,11,7,Monday,45,2016-45,208.55,213.19,208.55,213.15,109794900,186.23,0.022056851270570332,185.62785714285715,187.26399999999998
2016-11-08,2016,11,8,Tuesday,45,2016-45,212.69,214.77,212.38,214.11,106772100,187.07,0.0045041450227854,185.61714285714288,187.20899999999997
2016-11-09,2016,11,9,Wednesday,45,2016-45,212.37,217.1,212.34,216.38,258429000,189.05,0.010602109508121238,185.77285714285713,187.19979999999998
2016-11-10,2016,11,10,Thursday,45,2016-45,217.3,218.31,215.22,216.92,172113300,189.52,0.002495458125771899,185.95571428571427,187.2108
2016-11-11,2016,11,11,Friday,45,2016-45,216.08,216.7,215.32,216.42,100552700,189.09,-0.002304714568757249,186.05142857142854,187.21300000000002
2016-11-14,2016,11,14,Monday,46,2016-46,217.03,217.27,215.72,216.59,94580000,189.24,0.0007851839263086635,186.20285714285714,187.20120000000003
2016-11-15,2016,11,15,Tuesday,46,2016-46,217.04,218.28,216.8,218.28,91652600,190.71,0.007802862358488483,186.4857142857143,187.2072
2016-11-16,2016,11,16,Wednesday,46,2016-46,217.56,218.14,217.42,217.87,65617700,190.35,-0.001878465415849906,186.77857142857144,187.2064
2016-11-17,2016,11,17,Thursday,46,2016-46,218.05,219.06,217.92,218.99,69797200,191.33,0.0051409127775485786,187.1807142857143,187.234
2016-11-18,2016,11,18,Friday,46,2016-46,219.07,219.27,218.29,218.5,86265800,190.9,-0.002237551094950163,187.5514285714286,187.34380000000002
2016-11-21,2016,11,21,Monday,47,2016-47,219.17,220.18,219.0,220.15,72402600,192.35,0.0075513755866991605,188.12214285714285,187.4294
2016-11-22,2016,11,22,Tuesday,47,2016-47,220.51,220.79,219.73,220.58,67429000,192.72,0.001953262897826047,188.79857142857142,187.57659999999998
2016-11-23,2016,11,23,Wednesday,47,2016-47,219.98,220.76,219.75,220.7,56620200,192.83,0.0005438553764327558,189.54285714285717,187.7274
2016-11-25,2016,11,25,Friday,47,2016-47,221.1,221.56,221.01,221.52,37872300,193.54,0.0037158153416161355,190.35214285714287,187.8552
2016-11-28,2016,11,28,Monday,48,2016-48,221.16,221.48,220.36,220.48,76572500,192.63,-0.0046949618977324414,190.80928571428572,187.9794
2016-11-29,2016,11,29,Tuesday,48,2016-48,220.52,221.44,220.17,220.91,69886700,193.01,0.0019501015131644373,191.23357142857142,188.1104
2016-11-30,2016,11,30,Wednesday,48,2016-48,221.63,221.82,220.31,220.38,113291800,192.55,-0.002398986804584391,191.48357142857142,188.232
2016-12-01,2016,12,1,Thursday,48,2016-48,220.73,220.73,219.15,219.57,79040500,191.84,-0.003675563615874622,191.64928571428572,188.29760000000002
2016-12-02,2016,12,2,Friday,48,2016-48,219.67,220.25,219.26,219.68,74840300,191.94,0.0005007809191652779,191.85285714285715,188.3414
2016-12-05,2016,12,5,Monday,49,2016-49,220.65,221.4,220.42,221.0,67837800,193.09,0.006009066148540354,192.12785714285715,188.42899999999997
2016-12-06,2016,12,6,Tuesday,49,2016-49,221.22,221.74,220.66,221.7,59877400,193.7,0.003167553404604284,192.34142857142857,188.5594
2016-12-07,2016,12,7,Wednesday,49,2016-49,221.52,224.67,221.38,224.6,110738100,196.23,0.013080407794693105,192.76142857142855,188.71720000000002
2016-12-08,2016,12,8,Thursday,49,2016-49,224.57,225.7,224.26,225.15,99714400,196.71,0.0024487619957611617,193.1457142857143,188.86579999999998
2016-12-09,2016,12,9,Friday,49,2016-49,225.41,226.53,225.37,226.51,88005800,197.9,0.00604039693859737,193.6457142857143,189.07240000000002
2016-12-12,2016,12,12,Monday,50,2016-50,226.4,226.96,225.76,226.25,102016100,197.68,-0.0011477485284978606,194.02642857142857,189.24640000000002
2016-12-13,2016,12,13,Tuesday,50,2016-50,227.02,228.34,227.0,227.76,110477500,198.99,0.006674023497293069,194.47428571428574,189.4556
2016-12-14,2016,12,14,Wednesday,50,2016-50,227.41,228.23,225.37,225.88,142501800,197.35,-0.008254305643257576,194.7971428571429,189.6512
2016-12-15,2016,12,15,Thursday,50,2016-50,226.16,227.81,225.89,226.81,124972600,198.16,0.0041173161395513524,195.12714285714284,189.84640000000002
2016-12-16,2016,12,16,Friday,50,2016-50,226.01,226.08,224.67,225.04,156420200,197.78,-0.00195581400362832,195.49500000000003,190.0314
2016-12-19,2016,12,19,Monday,51,2016-51,225.25,226.02,225.08,225.53,90341100,198.21,0.002177213783568499,195.86642857142857,190.23800000000003
2016-12-20,2016,12,20,Tuesday,51,2016-51,226.15,226.57,225.88,226.4,89838800,198.97,0.0038575060008898543,196.32500000000002,190.4402
2016-12-21,2016,12,21,Wednesday,51,2016-51,226.25,226.45,225.77,225.77,67909000,198.42,-0.002782317707997861,196.79500000000002,190.6792
2016-12-22,2016,12,22,Thursday,51,2016-51,225.6,225.74,224.92,225.38,56219100,198.08,-0.001727525993444723,197.23357142857142,190.9064
2016-12-23,2016,12,23,Friday,51,2016-51,225.43,225.72,225.21,225.71,36697800,198.37,0.0014642053144482414,197.61071428571427,191.1516
2016-12-27,2016,12,27,Tuesday,52,2016-52,226.02,226.73,226.0,226.27,42672500,198.86,0.0024809790071007587,197.9792857142857,191.4048
2016-12-28,2016,12,28,Wednesday,52,2016-52,226.57,226.59,224.27,224.4,64095000,197.21,-0.008264579493373558,198.04928571428573,191.63780000000003
2016-12-29,2016,12,29,Thursday,52,2016-52,224.48,224.89,223.84,224.35,48696100,197.17,-0.00022267517216700838,198.08214285714286,191.8468
2016-12-30,2016,12,30,Friday,52,2016-52,224.73,224.83,222.73,223.53,108998300,196.45,-0.003655147147706761,197.97857142857143,192.0314
2017-01-03,2017,1,3,Tuesday,01,2017-01,225.04,225.83,223.88,225.24,91366500,197.95,0.007650288588794574,197.99785714285716,192.253
2017-01-04,2017,1,4,Wednesday,01,2017-01,225.62,226.75,225.61,226.58,78744400,199.13,0.005948952138515651,198.00785714285712,192.4964
2017-01-05,2017,1,5,Thursday,01,2017-01,226.27,226.58,225.48,226.4,78379000,198.97,-0.0007945461749793159,198.12357142857144,192.72080000000003
2017-01-06,2017,1,6,Friday,01,2017-01,226.53,227.75,225.9,227.21,71559900,199.68,0.0035778791286524836,198.23214285714286,192.972
2017-01-09,2017,1,9,Monday,02,2017-02,226.91,227.07,226.42,226.46,46939700,199.03,-0.003300652588395847,198.32142857142858,193.21759999999998
2017-01-10,2017,1,10,Tuesday,02,2017-02,226.48,227.45,226.01,226.46,63771900,199.03,0.0,198.37999999999997,193.4732
2017-01-11,2017,1,11,Wednesday,02,2017-02,226.36,227.1,225.59,227.1,74650000,199.59,0.0028258166696810694,198.42428571428573,193.75100000000003
2017-01-12,2017,1,12,Thursday,02,2017-02,226.5,226.75,224.96,226.53,72113200,199.09,-0.0025096774376045516,198.47214285714287,194.0186
2017-01-13,2017,1,13,Friday,02,2017-02,226.73,227.4,226.69,227.05,62717900,199.54,0.0022953337615176927,198.57642857142858,194.3222
2017-01-17,2017,1,17,Tuesday,03,2017-03,226.31,226.78,225.8,226.25,61240800,198.84,-0.0035234369695000822,198.60999999999999,194.63400000000001
2017-01-18,2017,1,18,Wednesday,03,2017-03,226.54,226.8,225.9,226.75,54793300,199.28,0.0022100018179431746,198.64000000000001,194.9714
2017-01-19,2017,1,19,Thursday,03,2017-03,226.84,227.0,225.41,225.91,66608800,198.54,-0.0037045913441107192,198.73499999999999,195.298
2017-01-20,2017,1,20,Friday,03,2017-03,226.7,227.31,225.97,226.74,129168600,199.27,0.003674175130122137,198.885,195.55880000000002
2017-01-23,2017,1,23,Monday,04,2017-04,226.74,226.81,225.27,226.15,75061600,198.75,-0.002602333102465715,199.04928571428573,195.79240000000001
2017-01-24,2017,1,24,Tuesday,04,2017-04,226.4,228.08,226.27,227.6,95555300,200.03,0.006411908993547266,199.19785714285715,196.012
2017-01-25,2017,1,25,Wednesday,04,2017-04,228.7,229.57,228.51,229.57,84437700,201.76,0.008655372413755247,199.3857142857143,196.2568
2017-01-26,2017,1,26,Thursday,04,2017-04,229.4,229.71,229.01,229.33,59970700,201.55,-0.001045344838630613,199.57,196.50599999999997
2017-01-27,2017,1,27,Friday,04,2017-04,229.42,229.59,228.76,228.97,59711100,201.23,-0.0015698852165281219,199.6807142857143,196.74579999999997
2017-01-30,2017,1,30,Monday,05,2017-05,228.17,228.2,226.41,227.55,79737300,199.98,-0.0062015307548078935,199.74857142857144,196.9312
2017-01-31,2017,1,31,Tuesday,05,2017-05,226.98,227.6,226.32,227.53,75880800,199.97,-8.789808217368744e-05,199.81571428571428,197.1236
2017-02-01,2017,2,1,Wednesday,05,2017-05,227.53,228.59,226.94,227.62,79117700,200.04,0.00039542352591426244,199.84785714285712,197.2978
2017-02-02,2017,2,2,Thursday,05,2017-05,227.62,228.1,226.82,227.77,69657600,200.18,0.0006590329698024089,199.9257142857143,197.4834
2017-02-03,2017,2,3,Friday,05,2017-05,228.82,229.55,228.46,229.34,80563200,201.56,0.0068928018948135605,200.07,197.6676
2017-02-06,2017,2,6,Monday,06,2017-06,228.87,229.33,228.54,228.93,57790100,201.2,-0.0017875443167075789,200.23857142857145,197.83720000000002
2017-02-07,2017,2,7,Tuesday,06,2017-06,229.38,229.66,228.72,228.94,57931200,201.2,4.353243405241791e-05,200.37571428571428,198.00460000000004
2017-02-08,2017,2,8,Wednesday,06,2017-06,228.94,229.39,228.31,229.24,51566200,201.47,0.0013105422396006983,200.585,198.1632
2017-02-09,2017,2,9,Thursday,06,2017-06,229.24,230.95,229.24,230.6,65955200,202.66,0.005932626880326364,200.82714285714286,198.3638
2017-02-10,2017,2,10,Friday,06,2017-06,231.0,231.77,230.62,231.51,66015900,203.46,0.003946089361520411,201.16357142857143,198.57280000000003
2017-02-13,2017,2,13,Monday,07,2017-07,232.08,233.07,232.05,232.77,55182100,204.57,0.005442784281703972,201.48785714285714,198.8132
2017-02-14,2017,2,14,Tuesday,07,2017-07,232.56,233.71,232.16,233.7,71109000,205.39,0.003995228371275639,201.74714285714285,199.08419999999998
2017-02-15,2017,2,15,Wednesday,07,2017-07,233.45,235.14,233.39,234.92,86785800,206.46,0.0052203865201876365,202.09785714285712,199.3746
2017-02-16,2017,2,16,Thursday,07,2017-07,234.95,235.16,233.85,234.72,84722400,206.28,-0.0008514051214678631,202.4585714285714,199.6384
2017-02-17,2017,2,17,Friday,07,2017-07,233.95,235.09,233.93,235.09,77204100,206.61,0.0015763676955502515,202.93214285714285,199.8966
2017-02-21,2017,2,21,Tuesday,08,2017-08,235.52,236.69,235.51,236.49,88946100,207.84,0.005955304749908796,203.49428571428572,200.1288
2017-02-22,2017,2,22,Wednesday,08,2017-08,236.02,236.54,235.83,236.28,62115200,207.66,-0.0008881872273419633,204.03857142857143,200.34780000000003
2017-02-23,2017,2,23,Thursday,08,2017-08,236.88,236.9,235.56,236.44,74615900,207.8,0.0006772036895843492,204.58285714285714,200.54579999999999
2017-02-24,2017,2,24,Friday,08,2017-08,235.46,236.79,235.41,236.74,82381600,208.06,0.001268677321098588,205.04714285714286,200.75339999999997
2017-02-27,2017,2,27,Monday,09,2017-09,236.64,237.31,236.35,237.11,56515400,208.38,0.0015629174566753612,205.56,200.94119999999998
2017-02-28,2017,2,28,Tuesday,09,2017-09,236.67,236.95,236.02,236.47,96961900,207.82,-0.0026991131391255196,206.03285714285715,201.15060000000003
2017-03-01,2017,3,1,Wednesday,09,2017-09,238.39,240.32,238.37,239.78,149158200,210.73,0.013997514068990746,206.6942857142857,201.40199999999996
2017-03-02,2017,3,2,Thursday,09,2017-09,239.56,239.57,238.21,238.27,70246000,209.4,-0.006297314121561648,207.1757142857143,201.63440000000003
2017-03-03,2017,3,3,Friday,09,2017-09,238.17,238.61,237.73,238.42,81974300,209.54,0.0006294302585005962,207.60999999999999,201.861
2017-03-06,2017,3,6,Monday,10,2017-10,237.5,238.12,237.01,237.71,55391500,208.91,-0.002977972875352508,207.92,202.0598
2017-03-07,2017,3,7,Tuesday,10,2017-10,237.36,237.77,236.76,237.0,65103700,208.29,-0.002986648568510719,208.12714285714284,202.2572
2017-03-08,2017,3,8,Wednesday,10,2017-10,237.34,237.64,236.4,236.56,78168800,207.9,-0.001856652289772276,208.23,202.4536
2017-03-09,2017,3,9,Thursday,10,2017-10,236.7,237.24,235.74,236.86,90683900,208.17,0.0012682539951651695,208.365,202.6496
2017-03-10,2017,3,10,Friday,10,2017-10,237.97,238.02,236.59,237.69,81991700,208.89,0.003504098389195187,208.52785714285713,202.8502
2017-03-13,2017,3,13,Monday,11,2017-11,237.62,237.86,237.24,237.81,57256800,209.0,0.0005048898420503267,208.61071428571427,203.08599999999998
2017-03-14,2017,3,14,Tuesday,11,2017-11,237.18,237.24,236.19,236.9,59880800,208.2,-0.0038268888569760184,208.64928571428572,203.3066
2017-03-15,2017,3,15,Wednesday,11,2017-11,237.56,239.44,237.29,238.95,96081800,210.0,0.008653746790857397,208.80642857142857,203.57760000000002
2017-03-16,2017,3,16,Thursday,11,2017-11,239.11,239.2,238.1,238.48,78344000,209.59,-0.00196691242051783,208.91571428571427,203.81040000000002
2017-03-17,2017,3,17,Friday,11,2017-11,237.75,237.97,237.03,237.03,89002100,209.22,-0.0017563098912848352,208.97571428571428,204.0122
2017-03-20,2017,3,20,Monday,12,2017-12,237.03,237.36,236.32,236.77,52537000,208.99,-0.0010967441692891766,209.05928571428572,204.21259999999998
2017-03-21,2017,3,21,Tuesday,12,2017-12,237.47,237.61,233.58,233.73,131809300,206.31,-0.012839745759030352,208.7435714285714,204.34519999999998
2017-03-22,2017,3,22,Wednesday,12,2017-12,233.77,234.61,233.05,234.28,97569200,206.79,0.0023531507043033084,208.55714285714288,204.5004
2017-03-23,2017,3,23,Thursday,12,2017-12,234.28,235.34,233.6,234.03,100410300,206.57,-0.0010668211680695538,208.345,204.6512
2017-03-24,2017,3,24,Friday,12,2017-12,234.38,235.04,232.96,233.86,112504900,206.42,-0.000726623831045714,208.16714285714286,204.78779999999998
2017-03-27,2017,3,27,Monday,13,2017-13,231.93,233.92,231.61,233.62,87454500,206.21,-0.0010261590729885306,208.01857142857145,204.93019999999996
2017-03-28,2017,3,28,Tuesday,13,2017-13,233.27,235.81,233.14,235.32,93483900,207.71,0.007276993481317939,208.00500000000002,205.0936
2017-03-29,2017,3,29,Wednesday,13,2017-13,234.99,235.81,234.73,235.54,61950400,207.91,0.0009345768303403723,207.98642857142858,205.275
2017-03-30,2017,3,30,Thursday,13,2017-13,235.47,236.52,235.27,236.29,56737900,208.57,0.00318437025239815,207.96357142857144,205.46079999999998
2017-03-31,2017,3,31,Friday,13,2017-13,235.9,236.51,235.68,235.74,73733100,208.08,-0.002327728893950942,207.89785714285716,205.6516
2017-04-03,2017,4,3,Monday,14,2017-14,235.8,236.03,233.91,235.33,85546500,207.72,-0.0017390352962933786,207.86357142857142,205.8206
2017-04-04,2017,4,4,Tuesday,14,2017-14,235.0,235.58,234.56,235.48,56466200,207.85,0.000637324658587568,207.71,206.00259999999997
2017-04-05,2017,4,5,Wednesday,14,2017-14,236.26,237.39,234.54,234.78,108800600,207.23,-0.0029727278973930016,207.5414285714286,206.1466
2017-04-06,2017,4,6,Thursday,14,2017-14,234.94,236.04,234.43,235.44,69135800,207.82,0.0028112105007620514,207.44142857142856,206.2678
2017-04-07,2017,4,7,Friday,14,2017-14,235.15,236.0,234.64,235.2,74412300,207.61,-0.001019419336279026,207.34285714285716,206.38899999999998
2017-04-10,2017,4,10,Monday,15,2017-15,235.36,236.26,234.73,235.34,67615300,207.73,0.0005952681073149169,207.4442857142857,206.519
2017-04-11,2017,4,11,Tuesday,15,2017-15,234.9,235.18,233.34,235.06,88045300,207.48,-0.0011898279479992668,207.4935714285714,206.669
2017-04-12,2017,4,12,Wednesday,15,2017-15,234.74,234.96,233.77,234.03,81864400,206.57,-0.004381750074553992,207.4935714285714,206.801
2017-04-13,2017,4,13,Thursday,15,2017-15,233.64,234.49,232.51,232.51,92880400,205.23,-0.006494999170480242,207.4085714285714,206.9048
2017-04-17,2017,4,17,Monday,16,2017-16,233.11,234.57,232.88,234.57,68405400,207.05,0.008859834833020663,207.46857142857144,207.0422
2017-04-18,2017,4,18,Tuesday,16,2017-16,233.72,234.49,233.08,233.87,83225800,206.43,-0.0029840395778967244,207.37714285714284,207.13960000000003
2017-04-19,2017,4,19,Wednesday,16,2017-16,234.52,234.95,233.18,233.44,68699900,206.05,-0.0018385359893068332,207.24428571428572,207.2366
2017-04-20,2017,4,20,Thursday,16,2017-16,234.15,235.85,233.78,235.34,92572200,207.73,0.008138952619798356,207.18428571428572,207.36719999999997
2017-04-21,2017,4,21,Friday,16,2017-16,235.25,235.31,234.13,234.59,110389800,207.07,-0.003187075874045764,207.11214285714286,207.4792
2017-04-24,2017,4,24,Monday,17,2017-17,237.18,237.41,234.56,237.17,119209900,209.34,0.010997951783834559,207.22785714285715,207.6128
2017-04-25,2017,4,25,Tuesday,17,2017-17,237.91,238.95,237.81,238.55,76698300,210.56,0.005818832354404835,207.42142857142855,207.7548
2017-04-26,2017,4,26,Wednesday,17,2017-17,238.51,239.53,238.35,238.4,84702500,210.43,-0.0006287944068386064,207.65,207.87199999999996
2017-04-27,2017,4,27,Thursday,17,2017-17,238.77,238.95,237.98,238.6,57410300,210.61,0.0008388958798892787,207.84928571428574,207.97639999999998
2017-04-28,2017,4,28,Friday,17,2017-17,238.9,238.93,237.93,238.08,63532800,210.15,-0.002179489455210959,208.03071428571428,208.05020000000002
2017-05-01,2017,5,1,Monday,18,2017-18,238.68,239.17,238.2,238.68,66882500,210.68,0.002520361077248623,208.24142857142857,208.13819999999998
2017-05-02,2017,5,2,Tuesday,18,2017-18,238.84,238.98,238.3,238.77,57375700,210.76,0.0003769842189553785,208.47571428571428,208.22119999999998
2017-05-03,2017,5,3,Wednesday,18,2017-18,238.77,238.88,237.7,238.48,73137700,210.5,-0.0012145829008939346,208.7564285714286,208.27439999999999
2017-05-04,2017,5,4,Thursday,18,2017-18,238.83,238.92,237.78,238.76,61462700,210.75,0.0011741618004819099,209.1507142857143,208.3362
2017-05-05,2017,5,5,Friday,18,2017-18,239.19,239.72,238.68,239.7,62001300,211.58,0.003936843969451376,209.4742857142857,208.4118
2017-05-08,2017,5,8,Monday,19,2017-19,239.75,239.92,239.17,239.66,48385700,211.54,-0.0001668836851725919,209.83928571428572,208.48140000000004
2017-05-09,2017,5,9,Tuesday,19,2017-19,239.96,240.19,239.04,239.44,51363200,211.35,-0.0009178692075690886,210.21785714285716,208.5408
2017-05-10,2017,5,10,Wednesday,19,2017-19,239.39,239.87,239.15,239.87,54293800,211.73,0.0017957670061439224,210.50357142857143,208.61900000000003
2017-05-11,2017,5,11,Thursday,19,2017-19,239.35,239.57,238.13,239.38,62358300,211.3,-0.002042984397488623,210.80571428571426,208.6304
2017-05-12,2017,5,12,Friday,19,2017-19,239.09,239.43,238.67,238.98,53912700,210.94,-0.0016707070069531538,210.92000000000002,208.66119999999998
2017-05-15,2017,5,15,Monday,20,2017-20,239.47,240.44,239.45,240.3,61918900,212.11,0.005523608580140449,211.0307142857143,208.71259999999998
2017-05-16,2017,5,16,Tuesday,20,2017-20,240.64,240.67,239.63,240.08,51241800,211.91,-0.0009155683012369575,211.13642857142855,208.7726
2017-05-17,2017,5,17,Wednesday,20,2017-20,240.08,240.08,235.75,235.82,172174100,208.15,-0.017744186336206114,210.96071428571432,208.7698
2017-05-18,2017,5,18,Thursday,20,2017-20,235.73,237.75,235.43,236.77,107047700,208.99,0.004028589526708259,210.87785714285715,208.7916
2017-05-19,2017,5,19,Friday,20,2017-20,237.33,239.08,237.27,238.31,115011400,210.35,0.006504164763802001,210.8542857142857,208.83520000000001
2017-05-22,2017,5,22,Monday,21,2017-21,238.9,239.71,238.82,239.52,61010600,211.42,0.005077276992941693,210.90142857142857,208.88580000000002
2017-05-23,2017,5,23,Tuesday,21,2017-21,239.95,240.24,239.51,240.05,48341700,211.89,0.002212906729240016,211.0007142857143,208.9436
2017-05-24,2017,5,24,Wednesday,21,2017-21,240.32,240.73,239.93,240.61,46927700,212.38,0.002332604767915969,211.11714285714285,209.02719999999997
2017-05-25,2017,5,25,Thursday,21,2017-21,241.2,242.08,240.96,241.76,64071700,213.4,0.00477972471912369,211.24714285714285,209.0952
2017-05-26,2017,5,26,Friday,21,2017-21,241.54,241.9,241.45,241.71,46629900,213.35,-0.0002067198465568465,211.37642857142856,209.17039999999997
2017-05-30,2017,5,30,Tuesday,22,2017-22,241.34,241.79,241.16,241.5,35201900,213.17,-0.000869032242376444,211.50642857142856,209.24939999999998
2017-05-31,2017,5,31,Wednesday,22,2017-22,241.84,241.88,240.64,241.44,91796000,213.11,-0.0002482450158263205,211.605,209.33180000000002
2017-06-01,2017,6,1,Thursday,22,2017-22,241.97,243.38,241.64,243.36,68962000,214.81,0.00795218535991693,211.8557142857143,209.5018
2017-06-02,2017,6,2,Friday,22,2017-22,243.42,244.35,243.08,244.17,88666100,215.52,0.0033283216124035953,212.18285714285713,209.6764
2017-06-05,2017,6,5,Monday,23,2017-23,243.97,244.3,243.76,243.99,44698800,215.36,-0.0007368745460465398,212.415,209.8522
2017-06-06,2017,6,6,Tuesday,23,2017-23,243.34,243.98,243.12,243.21,50375400,214.68,-0.0031970128055514024,212.61285714285714,210.0174
2017-06-07,2017,6,7,Wednesday,23,2017-23,243.6,243.92,242.83,243.66,54144300,215.07,0.0018503105055871494,213.10714285714286,210.19460000000004
2017-06-08,2017,6,8,Thursday,23,2017-23,243.77,244.33,243.17,243.78,65950700,215.18,0.0004925852545671905,213.54928571428573,210.34400000000002
2017-06-09,2017,6,9,Friday,23,2017-23,244.09,245.01,241.95,243.41,132256400,214.85,-0.0015179444850416113,213.87071428571426,210.4828
2017-06-12,2017,6,12,Monday,24,2017-24,243.13,243.42,242.38,243.36,86108100,214.81,-0.00020546059286419283,214.11285714285717,210.60760000000002
2017-06-13,2017,6,13,Tuesday,24,2017-24,243.98,244.61,243.58,244.55,60067000,215.86,0.004890015148818039,214.39642857142854,210.76319999999998
2017-06-14,2017,6,14,Wednesday,24,2017-24,244.86,244.87,243.29,244.24,78602300,215.58,-0.0012678749084756857,214.62500000000003,210.92039999999997
2017-06-15,2017,6,15,Thursday,24,2017-24,242.68,243.91,242.36,243.77,66464900,215.17,-0.0019243277982131657,214.75142857142856,211.0668
2017-06-16,2017,6,16,Friday,24,2017-24,242.77,242.83,241.63,242.64,84553100,215.22,0.00021863105332520227,214.88500000000002,211.2266
2017-06-19,2017,6,19,Monday,25,2017-25,243.59,244.73,243.48,244.66,65123800,217.01,0.008325236015687132,215.15928571428572,211.4104
2017-06-20,2017,6,20,Tuesday,25,2017-25,244.25,244.26,242.99,243.01,56906400,215.55,-0.006744322554079973,215.33357142857145,211.56920000000002
2017-06-21,2017,6,21,Wednesday,25,2017-25,243.46,243.59,242.41,242.95,55977600,215.49,-0.0002469210789119991,215.38214285714284,211.72439999999997
2017-06-22,2017,6,22,Thursday,25,2017-25,242.96,243.53,242.64,242.84,44148100,215.39,-0.00045282405367386147,215.37285714285716,211.8826
2017-06-23,2017,6,23,Friday,25,2017-25,242.91,243.51,242.47,243.13,66986800,215.65,0.0011944527407310446,215.39357142857145,212.06420000000003
2017-06-26,2017,6,26,Monday,26,2017-26,243.9,244.38,243.05,243.29,56700500,215.79,0.0006580367621789041,215.47285714285718,212.27540000000002
