Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2016-08-29,2016,8,29,Monday,35,2016-35,57.22,57.48,56.61,56.8,7026700,48.15,-0.008553001463921794,47.48357142857143,47.757400000000004
2016-08-30,2016,8,30,Tuesday,35,2016-35,56.66,56.75,56.01,56.4,6377700,47.81,-0.007042175972245435,47.53071428571429,47.778
2016-08-31,2016,8,31,Wednesday,35,2016-35,56.31,56.42,55.91,56.23,6996900,47.67,-0.0030142566841421248,47.57714285714286,47.7884
2016-09-01,2016,9,1,Thursday,35,2016-35,56.3,56.56,55.83,56.31,6230100,47.74,0.0014229364780220521,47.628571428571426,47.803599999999996
2016-09-02,2016,9,2,Friday,35,2016-35,56.52,56.65,55.99,56.18,7441500,47.63,-0.0023087365111603697,47.685,47.80780000000001
2016-09-06,2016,9,6,Tuesday,36,2016-36,56.18,56.42,55.69,56.02,6472900,47.49,-0.002848165140553971,47.72428571428571,47.833800000000004
2016-09-07,2016,9,7,Wednesday,36,2016-36,56.19,56.6,56.12,56.32,11428600,47.74,0.005355713777482229,47.75571428571429,47.881400000000006
2016-09-08,2016,9,8,Thursday,36,2016-36,56.1,56.15,55.2,55.3,12673600,46.88,-0.018110983736332242,47.74142857142857,47.892199999999995
2016-09-09,2016,9,9,Friday,36,2016-36,55.14,55.2,54.3,54.35,10658100,46.07,-0.017179226936822167,47.70571428571429,47.855
2016-09-12,2016,9,12,Monday,37,2016-37,53.92,54.79,53.92,54.71,11002500,46.38,0.006623587392755148,47.636428571428574,47.8176
2016-09-13,2016,9,13,Tuesday,37,2016-37,54.39,54.55,53.75,53.98,10050200,45.76,-0.013342765651392918,47.49,47.7698
2016-09-14,2016,9,14,Wednesday,37,2016-37,54.26,54.35,53.8,53.9,6688400,45.69,-0.0014821638091109257,47.29642857142857,47.724399999999996
2016-09-15,2016,9,15,Thursday,37,2016-37,53.96,54.13,53.54,54.11,8076800,45.87,0.003896162986159357,47.103571428571435,47.683
2016-09-16,2016,9,16,Friday,37,2016-37,53.94,54.09,53.41,53.74,10207800,45.56,-0.00683808149514209,46.88857142857143,47.632600000000004
2016-09-19,2016,9,19,Monday,38,2016-38,53.96,53.97,52.9,53.01,9231600,44.94,-0.013583767136186142,46.659285714285716,47.576600000000006
2016-09-20,2016,9,20,Tuesday,38,2016-38,53.4,53.44,53.05,53.3,8731500,45.18,0.005470607095117375,46.471428571428575,47.5286
2016-09-21,2016,9,21,Wednesday,38,2016-38,53.43,54.03,53.28,53.98,9213600,45.76,0.012758110967485692,46.335,47.47259999999999
2016-09-22,2016,9,22,Thursday,38,2016-38,54.2,54.6,53.97,54.39,9096700,46.11,0.007595214228105718,46.21857142857142,47.440599999999996
2016-09-23,2016,9,23,Friday,38,2016-38,54.0,54.56,54.0,54.43,6945100,46.14,0.0007358265891526106,46.112142857142864,47.3904
